"X1","X2","X3","rep(seat, nrow(table))","rep(city, nrow(table))","rep(year, nrow(table))"
"QazihHafizurehman","Independent","88",202,"Shikarpur",2008
"Abid HussainhJatoi","Independent","79",202,"Shikarpur",2008
"Ghous Bux Khan Mahar","PML","89921",203,"Shikarpur",2008
"Sardar Wahid Baksh Bhahiyo","PPP","39123",203,"Shikarpur",2008
"Tofique Ahmed","Independent","130",203,"Shikarpur",2008
"Shah NawazhMahar","MQM","90",203,"Shikarpur",2008
"Faiz MuhammadhMahar","Independent","57",203,"Shikarpur",2008
"AghahMasihuddin Khan Durani","Independent","53",203,"Shikarpur",2008
"AghahSameeruddin khan","Independent","13",203,"Shikarpur",2008
"Shahid Hussain Bhutto","PPP","81439",204,"Larkana",2008
"Muhtarma Ghanwa Bhutto","PPP(S.B)","12271",204,"Larkana",2008
"Ghulam Sarwar Siyal (Babu)","PML","1669",204,"Larkana",2008
"SanaullahhAbbasi","Independent","624",204,"Larkana",2008
"GhulamhMohiuddin Durrani (Advocate)","MQM","526",204,"Larkana",2008
"Hafiz AhmedhAli Abbasi","Independent","256",204,"Larkana",2008
"Syed Peer ShahhBukhari","Independent","207",204,"Larkana",2008
"Mr.BabuhSarfraz Khan Jatoi","PML","184",204,"Larkana",2008
"Muhammad Anwar Bhutto","Independent","145",204,"Larkana",2008
"Mufti AbdulhNabi Langah","MMA","127",204,"Larkana",2008
"AsgharhShah Rashidi","SUP","96",204,"Larkana",2008
"ZulfiqarhQadri,","Independent","63",204,"Larkana",2008
"Abdul Karim Shaikh","Independent","61",204,"Larkana",2008
"Safdar AlihMithani","Independent","29",204,"Larkana",2008
"Nazir Ahmed Bughio","PPP","72928",205,"Larkana",2008
"Altaf Hussain Unar","PML","25847",205,"Larkana",2008
"Moulana Abdul Razaque Abid Lakho","MMA","1259",205,"Larkana",2008
"SanaullahhAbbasi","Independent","526",205,"Larkana",2008
"QamaruddinhBhatti","Independent","294",205,"Larkana",2008
"Hameer ImdadhUnar","PML","98",205,"Larkana",2008
"HizbullahhBughio","Independent","70",205,"Larkana",2008
"Suhail Ahmad Abbasi Advocate","MQM","65",205,"Larkana",2008
"Abdul GhaffarhBrohi","Independent","32",205,"Larkana",2008
"Ali GoharhPhulpoto","Independent","16",205,"Larkana",2008
"Ali RazahCholyani","Independent","11",205,"Larkana",2008
"Mir Amir Ali Khan Magsi","PPP","49524",206,"Larkana",2008
"Sardar Khan Chandio","PML","23545",206,"Larkana",2008
"Muhammad Siddique Mughari","Independent","1239",206,"Larkana",2008
"MuhammadhIshaque Tunio","Independent","312",206,"Larkana",2008
"Burhan Chandio","Independent","169",206,"Larkana",2008
"Ali RazahCholiani","PML(N)","112",206,"Larkana",2008
"Gulzar AhmedhMughari","MQM","89",206,"Larkana",2008
"Khushhal KhanhBrohi","Independent","70",206,"Larkana",2008
"Khalid IqbalhMemon","Independent","65",206,"Larkana",2008
"Mashooque AlihChanna","Independent","56",206,"Larkana",2008
"Mrs.Faryal Talpur (hUn-Contested )","PPP","0",207,"Larkana",2008
"Mir Aijaz Hussain Jakhrani","PPP","52813",208,"Jacobabad",2008
"Fahad Malik","PML","16482",208,"Jacobabad",2008
"Illahi Bux Soomro","PML(N)","3879",208,"Jacobabad",2008
"Miliha Malik","Independent","309",208,"Jacobabad",2008
"Mir MamtazhHussain Jakhrani","Independent","150",208,"Jacobabad",2008
"Nadeem BrohihBhai","MQM","109",208,"Jacobabad",2008
"Mir ShafqathHussain Jakhrani","Independent","80",208,"Jacobabad",2008
"Muhammad AslamhAbro","Independent","64",208,"Jacobabad",2008
"Siri Chand LalhBhawnani","Independent","60",208,"Jacobabad",2008
"Abdul WalihKhan Jakhrani","Independent","51",208,"Jacobabad",2008
"Muhammad UmarhSoomro","Independent","23",208,"Jacobabad",2008
"Mushtaq AhmedhBhai","Independent","20",208,"Jacobabad",2008
"Mir Hazzar Khan Bijarani","PPP","111578",209,"Jacobabad",2008
"Mufti Ali Hassan Buriro","MMA","12041",209,"Jacobabad",2008
"Mir Naseer Khan Khoso","PML(F)","7385",209,"Jacobabad",2008
"Mir ShabbirhAli Bijarani","Independent","248",209,"Jacobabad",2008
"Anwer AlihChanna","Independent","171",209,"Jacobabad",2008
"Anwer SiyalhBhai","MQM","123",209,"Jacobabad",2008
"Moula BuxhKhoso","Independent","95",209,"Jacobabad",2008
"Shanker LalhBhai","Independent","57",209,"Jacobabad",2008
"Gul Muhammad Jakhrani","PPP","82189",210,"Jacobabad",2008
"Asghar Ali Khan Bajrani","JUI(S)","2286",210,"Jacobabad",2008
"Sardar Ghulam Sarwar Khan Sarki","Independent","121",210,"Jacobabad",2008
"Mukhtiar AhmedhSuhriyani","Independent","104",210,"Jacobabad",2008
"Dhani Bux","Independent","103",210,"Jacobabad",2008
"Ghulam Murtaza Khan Jatoi","NPP","109319",211,"Naushero Feroze",2008
"Zulfiqar Ali Behan","PPP","54268",211,"Naushero Feroze",2008
"Muhammad Akram Mughal","PML(N)","323",211,"Naushero Feroze",2008
"Saeed AhmedhJatoi","Independent","173",211,"Naushero Feroze",2008
"Zafar Ali Shah","Independent","151",211,"Naushero Feroze",2008
"Muhammad BuxhAlmani","Independent","128",211,"Naushero Feroze",2008
"Qurban AlihBehan","Independent","125",211,"Naushero Feroze",2008
"Rana NisarhAhmed","MQM","65",211,"Naushero Feroze",2008
"Yawar AbbasshBhatti","Independent","13",211,"Naushero Feroze",2008
"Ali Sher sonhof Abdul Haque alias Dost Muhammad","Independent","7",211,"Naushero Feroze",2008
"Zaffar Ali Shah","PPP","98999",212,"Naushero Feroze",2008
"Sayed Murad Ali Shah","PML","47286",212,"Naushero Feroze",2008
"Asghar Ali Shah","Independent","6401",212,"Naushero Feroze",2008
"Molvi MuhammadhIdrees Soomro","MMA","2352",212,"Naushero Feroze",2008
"Sayed ZuhaibhAli Shah","Independent","2073",212,"Naushero Feroze",2008
"Sayed NoorhMuhammad Shah","Independent","738",212,"Naushero Feroze",2008
"Muhammad Aslamh(Retired)","MQM","136",212,"Naushero Feroze",2008
"Ghulam Alih(Retired)","Independent","128",212,"Naushero Feroze",2008
"Bhale RakhiohLakho","Independent","50",212,"Naushero Feroze",2008
"Azra Fazal Pecheho","PPP","108404",213,"Nawabshah",2008
"Syed Zahid Hussain Shah","PML(F)","47127",213,"Nawabshah",2008
"Syed Sajjad Hussain Shah","PML(N)","2528",213,"Nawabshah",2008
"MuhammadhMureed Brohi","MQM","2425",213,"Nawabshah",2008
"Hizbullah","MMA","1106",213,"Nawabshah",2008
"Aftab Ahmed","Independent","129",213,"Nawabshah",2008
"Ali AsgharhRind","Independent","119",213,"Nawabshah",2008
"Zia-ul-HassanhLanjar","Independent","93",213,"Nawabshah",2008
"Advocate AyazhAhmed Arain","Independent","89",213,"Nawabshah",2008
"Syed GhulamhMohiuddin Shah","Independent","46",213,"Nawabshah",2008
"Sher MuhammadhJamali","Independent","46",213,"Nawabshah",2008
"Ghulam HyderhRahu","Independent","45",213,"Nawabshah",2008
"Adil Maqsood","Independent","39",213,"Nawabshah",2008
"Syed Ghulam Mustafa ShahhS/o Syed Sabbir Ahmed Shah","PPP","81194",214,"Nawabshah",2008
"Khan Muhammad Dhari","PML","47075",214,"Nawabshah",2008
"Hafiz Abdul Razaq Parhyar","MMA","1509",214,"Nawabshah",2008
"Syed GhulamhMustafa Shah S/o Syed Asadullah Shah","PML(N)","678",214,"Nawabshah",2008
"Dr. BahadurhKhan Dahri","Independent","332",214,"Nawabshah",2008
"Muhammad MunirhShah","Independent","155",214,"Nawabshah",2008
"Ali AsgharhRind","MQM","136",214,"Nawabshah",2008
"Abdul Wahab","Independent","88",214,"Nawabshah",2008
"Syed MahmoodhAhmed Shah","Independent","79",214,"Nawabshah",2008
"Sikander AlihKeerio","Independent","75",214,"Nawabshah",2008
"Nawab Ali Wassan","PPP","98782",215,"Khairpur",2008
"Syed Javed Ali Shah","PML(F)","34014",215,"Khairpur",2008
"Abdullah Shaikh","MMA","4045",215,"Khairpur",2008
"Dr. Syed AlihHyder Shah","PML(N)","3006",215,"Khairpur",2008
"Mumtaz AlihWassan","Independent","287",215,"Khairpur",2008
"Engineer FidahHussain Wassan","Independent","262",215,"Khairpur",2008
"Mobeen AhmedhPhulpoto","Independent","102",215,"Khairpur",2008
"Abdul QadirhSolangi","MQM","60",215,"Khairpur",2008
"Syed Muhib AlihShah Lakyari Advocate","Independent","23",215,"Khairpur",2008
"Irshad Jilani","Independent","21",215,"Khairpur",2008
"Pir Syed Saddaruddin ShahhRashdi","PML(F)","97347",216,"Khairpur",2008
"Sajid Ali Banbhan","PPP","79033",216,"Khairpur",2008
"Syed Irshad Raza Shah Lakyari","Independent","1010",216,"Khairpur",2008
"Zahid Ali","Independent","185",216,"Khairpur",2008
"Asghar AlihAwan","PML(N)","126",216,"Khairpur",2008
"Javed HussainhKhaskheli","Independent","58",216,"Khairpur",2008
"Shoukat AlihRajpar","Independent","34",216,"Khairpur",2008
"Mumtaz Hussain","Independent","13",216,"Khairpur",2008
"MashooquehMuhiuddin Shah","Independent","8",216,"Khairpur",2008
"MohammadhRafique Banbhan","Independent","6",216,"Khairpur",2008
"Noor MohammadhSahito","MQM","6",216,"Khairpur",2008
"Noor HussainhSakhani","Independent","5",216,"Khairpur",2008
"Zahoor AlihBozdar","Independent","2",216,"Khairpur",2008
"Pir Syed Fazal Ali ShahhJeelani","PPP","77125",217,"Khairpur",2008
"Syed Kazim Ali Shah Lakyari","PML(F)","51183",217,"Khairpur",2008
"Muhammad Ramzan Phulpoto","MMA","2698",217,"Khairpur",2008
"Pir Syed AhmedhRaza Shah Jeelani","Independent","869",217,"Khairpur",2008
"Pir SyedhMuhammad Raza Shah Jeelani","Independent","657",217,"Khairpur",2008
"Ghulam HyderhPhulpoto","PML(N)","187",217,"Khairpur",2008
"Irshad Bano","MQM","146",217,"Khairpur",2008
"Muhammad Dino","SUP","97",217,"Khairpur",2008
"MuhammadhBachal Khuhro","Independent","72",217,"Khairpur",2008
"SaadullahhMahessar","Independent","31",217,"Khairpur",2008
"Makhdoom MuhammadhAmeen Faheem","PPP","97717",218,"Hyderabad",2008
"Makhdoom Shah NawazhQureshi","PML(N)","26510",218,"Hyderabad",2008
"Peeral Majeedano","PPP(SB)","999",218,"Hyderabad",2008
"Rana FatehhMuhammad Rajput","MQM","911",218,"Hyderabad",2008
"SyedhBachal Shah Lakiari","Independent","423",218,"Hyderabad",2008
"Mufti WalihMuhammad","MMA","132",218,"Hyderabad",2008
"Syed ShahhMuhammad Shah","Independent","96",218,"Hyderabad",2008
"Allah DinohHajano","Independent","77",218,"Hyderabad",2008
"EngineerhAllah Warayo Khaskheli","Independent","77",218,"Hyderabad",2008
"SyedhGhulam Shabbir Shah","Independent","76",218,"Hyderabad",2008
"MoulanahRajab Ali Noohpoto","Independent","31",218,"Hyderabad",2008
"Syed Tayyab Hussain","MQM","168136",219,"Hyderabad",2008
"Ali Muhammad Sehto","PPP","25343",219,"Hyderabad",2008
"Shabbir Ahmed Hyderi","PML(N)","1706",219,"Hyderabad",2008
"Kari AbdulhRasheed Awan (Retired)","MMA","237",219,"Hyderabad",2008
"Abid Ghori","Independent","175",219,"Hyderabad",2008
"Anwar Zaib","ANP","113",219,"Hyderabad",2008
"SamiuddinhSajid","Independent","94",219,"Hyderabad",2008
"Sikandar Khan","ST","79",219,"Hyderabad",2008
"Salahuddin","MQM","147040",220,"Old Hyderabad",2008
"Irfan Qureshi","PPP","24108",220,"Old Hyderabad",2008
"Sahibzada Shabbir Hassan Ansari","PML(N)","2215",220,"Old Hyderabad",2008
"Qari MushtaquehAhmed Farooqui","PML","665",220,"Old Hyderabad",2008
"Sahibzada AbulhKhair Muhammad Zubair","MMA","451",220,"Old Hyderabad",2008
"MuhammadhSuleman","Independent","155",220,"Old Hyderabad",2008
"Muhammad Irfan","ST","83",220,"Old Hyderabad",2008
"Saghir AhmedhQureshi","Independent","36",220,"Old Hyderabad",2008
" Jameel Ahmed Shaikh"," Independent"," 28",220,"Old Hyderabad",2008
"Syed Ameer Shah Jamot","PPP","102737",221,"Old Hyderabad",2008
"Hussaini Shahabuddin Shah","PML","10609",221,"Old Hyderabad",2008
"Dr. Mumtaz Ali Chandio","MQM","3223",221,"Old Hyderabad",2008
"Syed HussainhTariq Shah","Independent","1749",221,"Old Hyderabad",2008
"Nawab ArshadhAli Talpur","PML","797",221,"Old Hyderabad",2008
"MoulanaTajhMuhammad Nahiyon","Independent","330",221,"Old Hyderabad",2008
"MakhdoomhKhuram","Independent","86",221,"Old Hyderabad",2008
"Abdul MoeedhRajput","Independent","28",221,"Old Hyderabad",2008
"Syed Naveed Qamar","PPP","84041",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Pir Sajjad Saeed Jan Sirhandi","PML","26391",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Hafiz Muhammad Ibrahim Soomro","MMA","2189",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Pir Salman JanhSirhandi","Independent","482",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Ghulam AkberhMallah","MQM","138",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Sayed MiranhMuhammad Shah","Independent","134",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Ayaz AlihKhaskheli","Independent","55",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Muhammad IqbalhNizamani","Independent","52",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Sayed AijazhNabi Shah","Independent","8",222,"Tando Muhammad Khan-cum-Hyderabad-cum-Badin ",2008
"Shamshad Sattar Bachani","PPP","84669",223,"Old Hyderabad",2008
"Adeeba Gul Magsi","PML","44502",223,"Old Hyderabad",2008
"Muhammad Saleh Kumbhar","Independent","585",223,"Old Hyderabad",2008
"Aijaz AhmedhHalepoto","PPP(S.B)","195",223,"Old Hyderabad",2008
"Mehmood QadirhKhanzada","MQM","178",223,"Old Hyderabad",2008
"Mian ManzoorhHussain","PML(N)","171",223,"Old Hyderabad",2008
"Imdad HussainhPitafi","MMA","143",223,"Old Hyderabad",2008
"AmanullahhKhaskheli","Independent","108",223,"Old Hyderabad",2008
"Mir MuhammadhKhokhar","Independent","106",223,"Old Hyderabad",2008
"Abdul GhanihDars","Independent","62",223,"Old Hyderabad",2008
"ZulfiqarhBachani","Independent","57",223,"Old Hyderabad",2008
"Ali MuradhPitafi","Independent","51",223,"Old Hyderabad",2008
"Yar MuhammadhKhaskheli","Independent","29",223,"Old Hyderabad",2008
"Pir Fazal AlihShah Jilani","Independent","20",223,"Old Hyderabad",2008
"Ghulam Ali Nizamani","PPP","87102",224,"Old Badin",2008
"Ali Akber Nizamani","PML(F)","37369",224,"Old Badin",2008
"Sardar Ghulam Mustafa Khaskheli","Independent","2141",224,"Old Badin",2008
"MuhammadhSaleem","Independent","1857",224,"Old Badin",2008
"Dr: ImtiazhAhmed","PML(N)","891",224,"Old Badin",2008
"Dr: MirhAbdullah Khan","Independent","268",224,"Old Badin",2008
"Abdul SattarhSirewal","Independent","154",224,"Old Badin",2008
"Muhammad Aleem","MQM","105",224,"Old Badin",2008
"Mir IrfanhTalpur","Independent","78",224,"Old Badin",2008
"Noor AhmedhNizamani","Independent","25",224,"Old Badin",2008
"MuhammadhHafeez Nizamani","Independent","24",224,"Old Badin",2008
"Dr.Fahmida Mirza","PPP","88983",225,"Badin-cum-Tando Muhammad Khan",2008
"Bibi Yasmeen Shah","PML","24488",225,"Badin-cum-Tando Muhammad Khan",2008
"Molvi Fateh Mohammad Maheri","Independent","2159",225,"Badin-cum-Tando Muhammad Khan",2008
"AbdullahhSheedi","PML(N)","372",225,"Badin-cum-Tando Muhammad Khan",2008
"Dr. AbdulhRehman Bhurgri","Independent","339",225,"Badin-cum-Tando Muhammad Khan",2008
"Dr.ZulfiqarhAli Mirza","Independent","157",225,"Badin-cum-Tando Muhammad Khan",2008
"Kamal KhanhChang","Independent","156",225,"Badin-cum-Tando Muhammad Khan",2008
"Asghar AlihParhiar Advocate","MQM","79",225,"Badin-cum-Tando Muhammad Khan",2008
"Mirza SohailhAkbar Baig","Independent","47",225,"Badin-cum-Tando Muhammad Khan",2008
"Ali SaleemhMemon","Independent","45",225,"Badin-cum-Tando Muhammad Khan",2008
"Shujjat AlihShah","Independent","19",225,"Badin-cum-Tando Muhammad Khan",2008
"Pir Aftab Hussain ShahhJillani","PPP","78543",226,"Old Mirpurkhas",2008
"Professor Khursheed AhmedhSiddiqui","MQM","38309",226,"Old Mirpurkhas",2008
"Fakir Ghulam Nabi Mangrio","PML(F)","26385",226,"Old Mirpurkhas",2008
"Muhammad AsimhAfridi","Independent","195",226,"Old Mirpurkhas",2008
"Ghulam KibriyahRizwan (G.K. Rizwan Advocate)","MMA","124",226,"Old Mirpurkhas",2008
"Pir ShafqathHussain Shah Jillani","Independent","81",226,"Old Mirpurkhas",2008
"Zulfiqar AlihJunejo","Independent","78",226,"Old Mirpurkhas",2008
"Abdul JabbarhMari Balouch","Independent","38",226,"Old Mirpurkhas",2008
"Syed Khadim Ali Shah","Independent","37",226,"Old Mirpurkhas",2008
"Pir Ghous AlihShah Jillani","Independent","36",226,"Old Mirpurkhas",2008
"Pir Hassan AlihShah Jillani","Independent","35",226,"Old Mirpurkhas",2008
"Javed AhmedhKhan","Independent","31",226,"Old Mirpurkhas",2008
"Syed QurbanhAli Shah","Independent","26",226,"Old Mirpurkhas",2008
"MoulanahInayatullah Sajid","Independent","16",226,"Old Mirpurkhas",2008
"Mir Munawar Ali Talpur","PPP","82697",227,"Old Mirpurkhas",2008
"Syed Qurban Ali Shah","PML","31159",227,"Old Mirpurkhas",2008
"Sardar Ghulam Mustafa Khaskheli","PML(N)","10359",227,"Old Mirpurkhas",2008
"Dr. AdnanhAhmed Bhurghari","Independent","356",227,"Old Mirpurkhas",2008
"Shuja MuhammadhShah","Independent","143",227,"Old Mirpurkhas",2008
"Shabbir AhmedhQaimkhani","MQM","91",227,"Old Mirpurkhas",2008
"Mir HajihMuhammad Hayat Khan Talpur","Independent","32",227,"Old Mirpurkhas",2008
"Ali Nawaz Shah","Independent","30",227,"Old Mirpurkhas",2008
"Faqir Babar Khan Hur","Independent","16",227,"Old Mirpurkhas",2008
"Jamil AhmedhBhurghari","Independent","10",227,"Old Mirpurkhas",2008
"Haji GhulamhQadir Noohani","MMA","10",227,"Old Mirpurkhas",2008
"Mir TariquehAli Khan Talpur","Independent","10",227,"Old Mirpurkhas",2008
"MuhammadhYousif Qaimkhani","Independent","5",227,"Old Mirpurkhas",2008
"Mir ZulfiqarhAli","Independent","5",227,"Old Mirpurkhas",2008
"Jawaid IqbalhQaimkhani","Independent","4",227,"Old Mirpurkhas",2008
"Mir Anwar AlihTalpur","Independent","4",227,"Old Mirpurkhas",2008
"ChoudhryhMuhammad Aslam Gill","Independent","2",227,"Old Mirpurkhas",2008
"Nawab Mohammad YousifhTalpur","PPP","75080",228,"Old Mirpurkhas",2008
"Mohammad Qasim Soomro","Independent","30079",228,"Old Mirpurkhas",2008
"Pir Noor Mohammad Shah Jeelani","PML(F)","24210",228,"Old Mirpurkhas",2008
"Engineer AbdulhMunim Khan","PML(N)","825",228,"Old Mirpurkhas",2008
"Dr. DosthMohammad Memon","Independent","312",228,"Old Mirpurkhas",2008
"MuzaffarhHussain Shah","Independent","270",228,"Old Mirpurkhas",2008
"Shabbir AhmedhKhan","Independent","42",228,"Old Mirpurkhas",2008
"Syed AlihMardan Shah","Independent","27",228,"Old Mirpurkhas",2008
"Azam Ali Soomro","Independent","24",228,"Old Mirpurkhas",2008
"Poonjo BheelhAdvocate","Independent","22",228,"Old Mirpurkhas",2008
"Shaikh KhudahBux","Independent","19",228,"Old Mirpurkhas",2008
"Pir Aftab AlihShah Jeelani","Independent","14",228,"Old Mirpurkhas",2008
"Abdul QadirhSoomro","Independent","14",228,"Old Mirpurkhas",2008
"Jiando KhanhRahimoon","Independent","12",228,"Old Mirpurkhas",2008
"Nawab MehmoodhTehmoor Talpur","Independent","12",228,"Old Mirpurkhas",2008
"Nadir Khan","Independent","11",228,"Old Mirpurkhas",2008
"Mir AmanullahhTalpur","Independent","8",228,"Old Mirpurkhas",2008
" Mir Nadir Ali Talpur"," Independent","  5",228,"Old Mirpurkhas",2008
"Arbab Zakaullah","PML","135697",229,"Tharparkar",2008
"Mahesh Kumar Malhani","PPP","28411",229,"Tharparkar",2008
"Arbab Zulifqar Ali","Independent","306",229,"Tharparkar",2008
"Arbab HajihAbdullah","PNP","111",229,"Tharparkar",2008
"Dr. Khatoo Mal","Independent","25",229,"Tharparkar",2008
"Arbab GhulamhRaheem","Independent","19",229,"Tharparkar",2008
"Dr. ManojhKumar Malhani","Independent","11",229,"Tharparkar",2008
"Faqir SherhMuhammad Bilalani","Independent","9",229,"Tharparkar",2008
"Mohammad Meean Bajeer Vakil","Independent","8",229,"Tharparkar",2008
"Dr. Ghulam Hyder Samejo","PML","109580",230,"Tharparkar",2008
"Imam Ali Samejo","PPP","43436",230,"Tharparkar",2008
"Arbab Haji Abdullah","Independent","12",230,"Tharparkar",2008
"Arbab AlihSamejo","Independent","111",230,"Tharparkar",2008
"Sharjeel InamhMemon","Independent","9",230,"Tharparkar",2008
"Pir Imdad AlihShah Jilani","Independent","5",230,"Tharparkar",2008
"Aban AlihRahimoon","Independent","1",230,"Tharparkar",2008
"Abdul RehmanhSamejo","Independent","1",230,"Tharparkar",2008
"Muhammad Ali Uner","Independent","1",230,"Tharparkar",2008
"Dr. Ghulam Rasool Samejo","Independent","0",230,"Tharparkar",2008
"Dr. NoorhMuhammad Samejo","Independent","0",230,"Tharparkar",2008
"Muhammad Sohrab Samejo","Independent","0",230,"Tharparkar",2008
"Muhammad Siddique Halepoto","Independent","0",230,"Tharparkar",2008
"Nawab Abdul Ghani Talpur","PPP","138320",231,"Old Dadu",2008
"Syed Jalal Mehmood Shah","SUP","33361",231,"Old Dadu",2008
"Muhammad Javed","MQM","6751",231,"Old Dadu",2008
"Syed MuhammadhAli Shah","Independent","862",231,"Old Dadu",2008
"Ali NawazhShoro","Independent","822",231,"Old Dadu",2008
"Abdul HameedhRajput","PML(N)","561",231,"Old Dadu",2008
"SyedhZain-ul-Abden","Independent","148",231,"Old Dadu",2008
"Syed Aijaz AlihShah","Independent","127",231,"Old Dadu",2008
"Faqir Dad Khoso","Independent","86",231,"Old Dadu",2008
"Suhail Ahmed Shoro","Independent","70",231,"Old Dadu",2008
"Dr.MohanhLal","Independent","48",231,"Old Dadu",2008
"Rafique Ahmed Jamali","PPP","87467",232,"Old Dadu",2008
"Liquat Ali Khan Jatoi","PML","34019",232,"Old Dadu",2008
"Rasheedan Akhtar Panhwar","Independent","272",232,"Old Dadu",2008
"ShamusddinhPanhwar","PPP(S.B)","173",232,"Old Dadu",2008
"Shafi MuhammadhMemon","Independent","97",232,"Old Dadu",2008
"Ghulam MurtzahSolangi","MQM","57",232,"Old Dadu",2008
"Shafi MuhammadhChanna","Independent","32",232,"Old Dadu",2008
"Sher MuhammadhSoomro","Independent","27",232,"Old Dadu",2008
"Zubeer Ahmed Jamali","Independent","20",232,"Old Dadu",2008
"Nisar Ahmed Panhwar","Independent","12",232,"Old Dadu",2008
"Talat Iqbal Mahessar","PPP","83493",233,"Old Dadu",2008
"Ihsan Ali Jatoi","PML","50146",233,"Old Dadu",2008
"Syed Zahid Ali Shah","MQM","104",233,"Old Dadu",2008
"Tufail AhmedhMahessar","Independent","73",233,"Old Dadu",2008
"Moazam Shah","Independent","63",233,"Old Dadu",2008
"MuhammadhYaqoob","PML(N)","60",233,"Old Dadu",2008
"Zafar AlihLeghari","Independent","51",233,"Old Dadu",2008
"Qazi MushtaquehAhmed","Independent","30",233,"Old Dadu",2008
"Qazi Shafique Ahmed","Independent","27",233,"Old Dadu",2008
"Ferozuddin Narejo","Independent","24",233,"Old Dadu",2008
"Muhammad Jadam Mangrio","PML(F)","71394",234,"Sanghar",2008
"Ghulam Muhammad Junejo AliashGul Junejo","PPP","44858",234,"Sanghar",2008
"Aneel Gul Junejo","Independent","220",234,"Sanghar",2008
"Zakir HussainhMari","PML(N)","203",234,"Sanghar",2008
"Khizar Hayat","Independent","43",234,"Sanghar",2008
"Riaz Shar","MQM","42",234,"Sanghar",2008
"Muhammad KhanhJunejo","Independent","21",234,"Sanghar",2008
"Pir Bux Junejo","Independent","15",234,"Sanghar",2008
"Naseer Ahmed Qureshi","Independent","15",234,"Sanghar",2008
"Haji Khuda Bux Rajar","PML(F)","0",235,"Sanghar",2008
"Roshan Din junejo","PPP","90311",236,"Sanghar",2008
"Jam Mashooque Ali","PML(F)","49483",236,"Sanghar",2008
"Zahid Hussain Shah","Independent","871",236,"Sanghar",2008
"Habib BaighMajahid","Independent","303",236,"Sanghar",2008
"Muhammad HanifhAnsari","MQM","109",236,"Sanghar",2008
"Mufti MuhammadhHanif Khoso","MMA","68",236,"Sanghar",2008
"AlamgeerhJunejo","Independent","27",236,"Sanghar",2008
"Muhammad UmerhQureshi","Independent","20",236,"Sanghar",2008
"Liaquat Ali Mari","Independent","16",236,"Sanghar",2008
"Muhammad Khan Junejo","Independent","9",236,"Sanghar",2008
"NisarhAhmed Nizamani","Independent","8",236,"Sanghar",2008
"Pir BuxhJunejo","Independent","5",236,"Sanghar",2008
"Salahuddin Junejo","Independent","2",236,"Sanghar",2008
"Dr. Abdul Wahid Soomro","PPP","85138",237,"Thatta",2008
"Syed Riaz Hussain ShahhSheerazi","PML","56052",237,"Thatta",2008
"Irfan Ali Bikak","MQM","265",237,"Thatta",2008
"Imtiaz AhmedhQureshi","Independent","178",237,"Thatta",2008
"Syed Ayaz Ali ShahhSheerazi","PML","76812",238,"Thatta",2008
"Arbab Wazir Ahmed Memon","PPP","62175",238,"Thatta",2008
"Molana Abdul Ghafoor Qasimi","MMA","982",238,"Thatta",2008
"Heer Soho","MQM","495",238,"Thatta",2008
"Abdul Qadir Patel","PPP","56840",239,"Karachi",2008
"Dr. K.S. Mujahid Khan Baloch","MQM","24013",239,"Karachi",2008
"Syed Hafeezuddin","PML(N)","12329",239,"Karachi",2008
"Qari MuhammadhUsman","MMA","5869",239,"Karachi",2008
"IftikharhHussain","Independent","3980",239,"Karachi",2008
"Capt. HaleemhAhmed Siddiqui","Independent","3568",239,"Karachi",2008
"AmanullahhParacha","PML","2132",239,"Karachi",2008
"KanwarhQutubuddin Khan","Independent","909",239,"Karachi",2008
"Sardar GhulamhMustafa Khaskhali","Independent","403",239,"Karachi",2008
"Abdul GhanihBalouch","Independent","146",239,"Karachi",2008
"Ali Akber","Independent","144",239,"Karachi",2008
"Haji ZahoorhAhmed","Independent","123",239,"Karachi",2008
"Zar Bali Syed","Independent","122",239,"Karachi",2008
"Professor UmerhFarooq Khan Advocate","Independent","97",239,"Karachi",2008
"Khawaja Sohail Mansoor","MQM","67799",240,"Karachi",2008
"Abdullah Bloch","PPP","61017",240,"Karachi",2008
"Qari Muhammad Usman","MMA","1600",240,"Karachi",2008
"Shafiq ButhAdvocate","Independent","121",240,"Karachi",2008
"Malik MatloobhAli Awan","ST","91",240,"Karachi",2008
"Asghar Khan","Independent","65",240,"Karachi",2008
"Malik JhanzaibhKhan Advocate","Independent","44",240,"Karachi",2008
"S.A.Iqbal Qadiri","MQM","93617",241,"Karachi",2008
"Zarbali Syed","ANP","36236",241,"Karachi",2008
"Dr. Muhammad Shakir Alam","PPP","11544",241,"Karachi",2008
"Wazeer AhmedhAfridi","PML(N)","3510",241,"Karachi",2008
"RujhanullahhAfridi","Independent","246",241,"Karachi",2008
