"Name","Party","Votes","Seat","City","Year"
"Haji Tamoor 
Shah","Independent","561",198,"Pishin",1990
"Sardar Muhammad Yaqoob 
Khan Nasir","IJI","15864",199,"Loralai",1990
"Mir Baz Muhammad Khan 
Khethran","PDA","13016",199,"Loralai",1990
"Molvi Abdul Aziz","JUI-F","11278",199,"Loralai",1990
"Mir Haji Tareen","JWP","8706",199,"Loralai",1990
"Abdullah Jan","PKMAP","5311",199,"Loralai",1990
"Shahbaz Khan","Independent","304",199,"Loralai",1990
"Dur Muhammad","Independent","296",199,"Loralai",1990
"Khalid 
Mehmood","Independent","104",199,"Loralai",1990
"Said 
Muhammad","Independent","103",199,"Loralai",1990
"Ghulam 
Sarwar","Independent","98",199,"Loralai",1990
"Sardar 
Asmatullah","ANP","92",199,"Loralai",1990
"Haji Sheer 
Ali","Independent","73",199,"Loralai",1990
"Muzaffar 
Khan Looni","Independent","57",199,"Loralai",1990
"Asad Khan","Independent","53",199,"Loralai",1990
"Lal Muhammad","Independent","46",199,"Loralai",1990
"Amir 
Muhammad","Independent","32",199,"Loralai",1990
"Mir Salih 
Jan","Independent","18",199,"Loralai",1990
"Maulvi Muhammad Khan 
Sherani","JUI-F","15965",200,"Zhob",1990
"Nawab Muhammad Ayaz Khan 
Jogezai","PKMAP","10038",200,"Zhob",1990
"Moulvi Allah Dad Kakar","IJI","7256",200,"Zhob",1990
"Haji Saleh 
Muhammad Khan Mandokehl","ANP","2806",200,"Zhob",1990
"Mir Yar Muhammad Rind","JWP","42586",201,"Kachhi",1990
"Doctor Abdul Hayee Baloch","BNM","12738",201,"Kachhi",1990
"Abdul Hayee Bungulzai","PDA","7333",201,"Kachhi",1990
"Maulvi Abdur 
Razzaq","JUI-F","2290",201,"Kachhi",1990
"Mian Muhammad 
Umar Jan","JUP-N","402",201,"Kachhi",1990
"Saleem Akbar Bugti","JWP","57094",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Raziq Bugti","PNP","6764",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Hafiz Noor Muhammad","JUI-F","5436",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Abdul Rahim 
Ziaratwal","PKMAP","5046",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Mehrab Khan","ANP","2151",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Sardar 
Qaisar Khan Tareen","Independent","553",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Mir Hamza 
Khan ( Retired )","PDA","297",202,"Sibi cum Kohlu cum Dera Bugti Cum Ziarat",1990
"Mir Nabi Bux Khan Khosa","PDA","24131",203,"Jaffarabad",1990
"Mir Zafar Ullah Khan Jamali","IJI","19645",203,"Jaffarabad",1990
"Moulvi Abdullah","JUI-F","2342",203,"Jaffarabad",1990
"Khair Bukhsh 
Gola","BNM","1482",203,"Jaffarabad",1990
"Manzoor 
Ahmad","Independent","571",203,"Jaffarabad",1990
"Muhammad 
Sadiq","Independent","395",203,"Jaffarabad",1990
"Sardar 
Sanaullah Khan","PNP","299",203,"Jaffarabad",1990
"Behram Khan","Independent","271",203,"Jaffarabad",1990
"Moulvi Muhammad Siddique 
Shah","JUI-F","18647",204,"Kalat / Kharan GE 1990",1990
"Nawab Muhammad Aslam Khan 
Raisani","PNP","14828",204,"Kalat / Kharan GE 1990",1990
"Baloch Mohyuddin","JWP","7773",204,"Kalat / Kharan GE 1990",1990
"Moulvi Habib 
Ahmad","JUI","6676",204,"Kalat / Kharan GE 1990",1990
"Doctor Abdul 
Hayee","BNM","6329",204,"Kalat / Kharan GE 1990",1990
"Mir Bizan Bizanjo","PNP","21294",205,"Khuzdar",1990
"Mir Muhammad Naseer Mengal","IJI","15053",205,"Khuzdar",1990
"Molvi Faiz Muhammad","JUI-F","8593",205,"Khuzdar",1990
"Muhammad Ayub","BNM","734",205,"Khuzdar",1990
"Khair Jan 
Baloch","Independent","261",205,"Khuzdar",1990
"Shahzada Jam Muhammad 
Yousaf","IJI","20487",206,"Lasbela Gawadar",1990
"Ghulam Akbar Lasi","PDA","19828",206,"Lasbela Gawadar",1990
"Syed Sher Jan","PNP","19678",206,"Lasbela Gawadar",1990
"Abdul Ghaffar","BNM","1834",206,"Lasbela Gawadar",1990
"Maulana 
Asadullah","Independent","1440",206,"Lasbela Gawadar",1990
"Amanullah 
Ghichki","Independent","128",206,"Lasbela Gawadar",1990
"Mir Bizan Bizanjo","PNP","26166",207,"Turbat cum Panjgur",1990
"Doctor 
Muhammad Yaseen","BNM","23782",207,"Turbat cum Panjgur",1990
"Molvi Abdul 
Ghaffar","JUI-F","3270",207,"Turbat cum Panjgur",1990
"Maulana 
Abdul Haque","IJI","3021",207,"Turbat cum Panjgur",1990
"Amanullah 
Ghichki","Independent","382",207,"Turbat cum Panjgur",1990
"Manzoor 
Ahmad","Independent","370",207,"Turbat cum Panjgur",1990
